Season,Number,PlayerGameID
2025,41,991252054
2025,69,991252055
2025,28,991252057
2025,30,991252058
2025,38,991252059
2025,47,991300680
2025,13,991252061
2025,99,991252062
2025,81,991252063
2025,90,991252064
2025,52,991252065
2025,69,991301122
2025,23,991252066
2025,94,991252067
2025,44,991252068
2025,38,991303445
2025,7,991252069
2025,42,991301296
2025,17,991252070
2025,34,991301297
2025,16,991252073
2025,2,991252074
2025,28,991252075
2025,11,991252076
2025,49,991252077
2025,36,991252079
2025,48,991252080
2025,54,991252081
2025,92,991252082
2025,26,991252083
2025,51,991252084
2025,0,991252085
2025,59,991252086
2025,86,991252087
2025,14,991252088
2025,20,991252089
2025,31,991252090
2025,80,991252091
2025,98,991253297
2025,33,991252093
2025,85,991252094
2025,25,991252095
2025,50,991252096
2025,5,991252097
2025,1,991252098
2025,40,991252099
2025,32,991252100
2025,29,991252101
2025,95,991252102
2025,55,991252103
2025,47,991252104
2025,58,991252105
2025,74,991252106
2025,9,991252107
2025,10,991252108
2025,15,991252109
2025,97,991252110
2025,91,991252111
2025,12,991252112
2025,6,991252113
2025,57,991252114
2025,3,991252115
2025,39,991252116
2025,84,991252117
2025,3,991252118
2025,21,991252119
2025,37,991252120
2025,30,991252121
2025,27,991252122
2025,93,991252123
2025,43,991252124
2025,53,991252125
2025,78,991252126
2025,8,991252127
2025,61,991252128
2025,48,991252129
2025,4,991252130
2025,45,991252131
2025,41,991252132
2025,35,991252133
2025,,991252134
2025,43,991252135
2025,91,991252136
2025,34,991252137
2025,70,991300749
2025,88,991252138
2025,92,991252139
2025,42,991252140
2025,35,991252142
2025,87,991252143
2025,86,991301293
2025,53,991252144
2025,89,991252146
2025,6,991252147
2025,41,991252148
2025,5,991252149
2025,9,991252150
2025,22,991252152
2025,55,991252153
2025,72,991300750
2025,4,991300746
2025,1,991252154
2025,32,991252155
2025,24,991252156
2025,98,991252157
2025,96,991252158
2025,58,991252159
2025,2,991252160
2025,56,991252161
2025,81,991252162
2025,36,991252163
2025,23,991252164
2025,29,991252165
2025,26,991252166
2025,51,991252167
2025,27,991252168
2025,19,991252169
2025,20,991252170
2025,80,991252171
2025,15,991252172
2025,99,991252173
2025,82,991252174
2025,30,991252175
2025,50,991252176
2025,38,991252177
2025,90,991252178
2025,84,991252179
2025,28,991252180
2025,49,991252181
2025,93,991252182
2025,43,991252183
2025,52,991252184
2025,18,991252185
2025,83,991252186
2025,33,991252187
2025,45,991252188
2025,17,991252189
2025,37,991252190
2025,39,991252191
2025,85,991252192
2025,59,991252193
2025,25,991252194
2025,97,991252195
2025,44,991252196
2025,94,991252197
2025,95,991252198
2025,14,991252200
2025,10,991252201
2025,16,991252202
2025,12,991252203
2025,40,991252205
2025,47,991252206
2025,21,991252207
2025,8,991252208
2025,4,991252209
2025,26,991252210
2025,88,991252211
2025,50,991300812
2025,34,991252212
2025,11,991252213
2025,6,991252214
2025,85,991252215
2025,29,991252216
2025,1,991252217
2025,0,991252218
2025,53,991252219
2025,46,991252221
2025,83,991252222
2025,48,991252223
2025,13,991252224
2025,18,991252225
2025,82,991252226
2025,2,991252227
2025,14,991252228
2025,3,991252229
2025,38,991252230
2025,17,991252231
2025,81,991252232
2025,90,991252234
2025,46,991252235
2025,32,991252237
2025,36,991252238
2025,87,991252239
2025,23,991252240
2025,98,991252241
2025,16,991252242
2025,7,991252243
2025,21,991252245
2025,49,991303714
2025,94,991252246
2025,89,991252248
2025,49,991252249
2025,45,991252250
2025,97,991252251
2025,43,991252252
2025,86,991252253
2025,84,991252254
2025,93,991300813
2025,54,991252255
2025,33,991252256
2025,27,991252257
2025,28,991252258
2025,35,991295063
2025,31,991252259
2025,58,991252260
2025,96,991252261
2025,41,991252262
2025,39,991252263
2025,57,991252264
2025,42,991252265
2025,39,991252266
2025,30,991252267
2025,24,991252268
2025,37,991252269
2025,19,991252270
2025,34,991252271
2025,52,991252272
2025,42,991252273
2025,22,991252274
2025,95,991252275
2025,41,991252277
2025,35,991252278
2025,45,991252279
2025,61,991300914
2025,48,991301185
2025,7,991253624
2025,13,991300824
2025,31,991253625
2025,54,991253626
2025,52,991253627
2025,33,991300822
2025,69,991253628
2025,80,991253629
2025,8,991253630
2025,32,991253631
2025,16,991253632
2025,57,991295076
2025,45,991253633
2025,98,991253635
2025,81,991253636
2025,17,991253637
2025,86,991303632
2025,11,991253638
2025,30,991253639
2025,95,991253640
2025,3,991253641
2025,83,991300825
2025,82,991303633
2025,22,991253642
2025,49,991253643
2025,51,991253644
2025,87,991253645
2025,28,991253646
2025,93,991253647
2025,40,991300823
2025,47,991303715
2025,27,991253649
2025,20,991253650
2025,9,991253651
2025,99,991253652
2025,1,991253653
2025,36,991253654
2025,88,991253655
2025,12,991253657
2025,75,991301017
2025,29,991253658
2025,4,991253660
2025,89,991253661
2025,35,991253663
2025,23,991253664
2025,25,991253665
2025,44,991253666
2025,43,991254071
2025,37,991253668
2025,96,991253669
2025,34,991253670
2025,53,991253671
2025,90,991253672
2025,84,991253673
2025,2,991253674
2025,18,991253675
2025,26,991253676
2025,10,991253677
2025,55,991253678
2025,97,991253679
2025,59,991253681
2025,92,991253682
2025,5,991253683
2025,46,991253685
2025,19,991253686
2025,42,991253687
2025,38,991253688
2025,39,991253689
2025,68,991253690
2025,41,991253691
2025,73,991253692
2025,91,991253696
2025,85,991253697
2025,97,991253700
2025,0,991253701
2025,99,991253702
2025,5,991253703
2025,90,991253704
2025,10,991253706
2025,24,991295155
2025,81,991253707
2025,14,991253708
2025,7,991253709
2025,1,991253710
2025,2,991253712
2025,20,991253713
2025,84,991253714
2025,82,991253715
2025,33,991253716
2025,92,991253717
2025,13,991253718
2025,34,991253719
2025,11,991253720
2025,26,991253721
2025,36,991253722
2025,9,991253723
2025,59,991253724
2025,53,991253725
2025,8,991253726
2025,27,991253727
2025,29,991253729
2025,37,991253730
2025,83,991253731
2025,47,991253732
2025,23,991253733
2025,21,991253734
2025,42,991253735
2025,58,991253736
2025,19,991253737
2025,94,991253738
2025,25,991253739
2025,32,991253740
2025,30,991253741
2025,95,991253742
2025,39,991253743
2025,38,991253744
2025,52,991253745
2025,15,991253746
2025,86,991253747
2025,91,991253748
2025,88,991253749
2025,28,991253750
2025,48,991253751
2025,17,991253752
2025,44,991303716
2025,50,991253753
2025,6,991253754
2025,3,991253756
2025,22,991253757
2025,18,991253758
2025,40,991253760
2025,36,991253761
2025,98,991253762
2025,51,991253763
2025,89,991253764
2025,43,991303896
2025,57,991253766
2025,69,991253767
2025,31,991253768
2025,35,991303832
2025,56,991253769
2025,85,991253770
2025,,991253771
2025,49,991253772
2025,70,991253773
2025,46,991253776
2025,17,991301304
2025,93,991255274
2025,35,991300772
2025,18,991252280
2025,56,991252281
2025,90,991252282
2025,99,991252283
2025,14,991252285
2025,6,991252286
2025,16,991301012
2025,21,991252287
2025,3,991252288
2025,93,991252289
2025,34,991252290
2025,28,991252291
2025,42,991252292
2025,4,991252293
2025,87,991252294
2025,12,991252295
2025,55,991252296
2025,92,991252297
2025,29,991252298
2025,1,991252299
2025,38,991252300
2025,36,991303448
2025,24,991252301
2025,89,991252302
2025,94,991252303
2025,32,991301294
2025,19,991252304
2025,84,991252305
2025,8,991252306
2025,0,991252307
2025,39,991252308
2025,95,991252309
2025,53,991252310
2025,5,991252311
2025,7,991252312
2025,15,991252314
2025,9,991252315
2025,25,991252316
2025,96,991252317
2025,20,991252318
2025,30,991295108
2025,85,991252319
2025,17,991252321
2025,51,991252322
2025,88,991252323
2025,44,991252324
2025,45,991295043
2025,22,991252325
2025,23,991252326
2025,26,991252327
2025,41,991252329
2025,86,991252330
2025,35,991252331
2025,81,991252332
2025,54,991252333
2025,48,991252334
2025,40,991252335
2025,98,991252336
2025,82,991252337
2025,80,991252338
2025,11,991252339
2025,27,991252340
2025,43,991252341
2025,31,991252342
2025,47,991252343
2025,33,991252344
2025,37,991252345
2025,46,991252346
2025,38,991252347
2025,41,991252348
2025,91,991252349
2025,36,991252350
2025,59,991252351
2025,16,991252352
2025,98,991252353
2025,11,991252354
2025,52,991255268
2025,34,991252355
2025,95,991252356
2025,96,991252357
2025,12,991252358
2025,92,991252359
2025,29,991252360
2025,4,991252361
2025,8,991252362
2025,47,991295101
2025,5,991252363
2025,23,991252364
2025,86,991252365
2025,41,991252366
2025,85,991252367
2025,13,991252368
2025,21,991252371
2025,30,991252372
2025,66,991252373
2025,40,991303700
2025,88,991252374
2025,14,991252375
2025,10,991252376
2025,55,991252377
2025,15,991252378
2025,78,991252379
2025,54,991252380
2025,51,991252381
2025,89,991252382
2025,17,991300715
2025,84,991252383
2025,87,991252384
2025,0,991252385
2025,1,991252386
2025,97,991252387
2025,31,991252388
2025,93,991252389
2025,44,991252390
2025,46,991252391
2025,2,991252392
2025,32,991252393
2025,50,991252394
2025,48,991301171
2025,36,991252395
2025,99,991252396
2025,39,991252397
2025,38,991301123
2025,53,991252399
2025,90,991252400
2025,94,991252401
2025,33,991252402
2025,6,991252403
2025,9,991252404
2025,19,991252405
2025,42,991300716
2025,,991304005
2025,45,991252406
2025,43,991252407
2025,57,991252408
2025,26,991252409
2025,24,991252410
2025,42,991303701
2025,80,991252411
2025,18,991252412
2025,61,991252413
2025,91,991252414
2025,28,991252415
2025,83,991252416
2025,,991303860
2025,64,991252418
2025,40,991252420
2025,27,991252421
2025,35,991300717
2025,14,991252425
2025,19,991252426
2025,94,991252427
2025,83,991252428
2025,2,991252430
2025,13,991252431
2025,21,991252432
2025,37,991252433
2025,99,991252434
2025,30,991252435
2025,98,991252436
2025,5,991252437
2025,95,991252438
2025,40,991303638
2025,92,991252439
2025,56,991252440
2025,43,991300827
2025,46,991252442
2025,85,991252443
2025,82,991252444
2025,7,991252445
2025,8,991252446
2025,97,991252447
2025,91,991252448
2025,54,991252449
2025,49,991252450
2025,9,991252451
2025,3,991252452
2025,29,991252454
2025,93,991252455
2025,74,991252456
2025,39,991300915
2025,48,991252457
2025,52,991252458
2025,87,991252459
2025,81,991253778
2025,53,991252460
2025,32,991252461
2025,24,991252462
2025,0,991252463
2025,17,991252464
2025,39,991252465
2025,18,991252466
2025,26,991252467
2025,36,991252468
2025,96,991252470
2025,16,991252471
2025,41,991252472
2025,78,991295103
2025,27,991252473
2025,84,991252474
2025,23,991252475
2025,86,991252476
2025,15,991252477
2025,11,991252478
2025,33,991252479
2025,4,991252480
2025,80,991252481
2025,35,991252482
2025,55,991252483
2025,57,991252484
2025,22,991252485
2025,75,991252486
2025,28,991301010
2025,20,991252488
2025,47,991301018
2025,35,991252489
2025,25,991252490
2025,31,991252492
2025,45,991252493
2025,34,991252494
2025,42,991252495
2025,58,991252497
2025,43,991252499
2025,88,991301172
2025,15,991252500
2025,7,991252501
2025,93,991252502
2025,2,991252504
2025,96,991252505
2025,95,991252506
2025,4,991252507
2025,85,991252508
2025,28,991252509
2025,23,991252510
2025,21,991252511
2025,17,991252512
2025,11,991252514
2025,36,991303684
2025,30,991252515
2025,16,991252516
2025,25,991252517
2025,3,991252518
2025,7,991303717
2025,53,991252519
2025,9,991252520
2025,8,991252521
2025,6,991252523
2025,90,991252524
2025,0,991252526
2025,92,991252527
2025,87,991295114
2025,18,991252528
2025,5,991252529
2025,34,991252530
2025,20,991252531
2025,91,991252532
2025,1,991252533
2025,99,991252534
2025,89,991252536
2025,33,991252538
2025,29,991252539
2025,52,991300918
2025,57,991252540
2025,35,991301124
2025,19,991252541
2025,86,991252542
2025,38,991303441
2025,43,991252543
2025,47,991295156
2025,81,991301483
2025,,991303898
2025,51,991252546
2025,80,991252547
2025,26,991252548
2025,40,991252549
2025,97,991252550
2025,59,991252551
2025,41,991252552
2025,35,991252553
2025,82,991252554
2025,88,991252555
2025,22,991252556
2025,10,991252557
2025,63,991252558
2025,94,991252559
2025,49,991252560
2025,12,991252561
2025,39,991252562
2025,66,991252563
2025,84,991252564
2025,37,991252565
2025,83,991252566
2025,31,991252567
2025,27,991252568
2025,42,991252569
2025,37,991252571
2025,31,991252572
2025,44,991303678
2025,8,991252573
2025,81,991252574
2025,85,991252575
2025,5,991252576
2025,13,991252577
2025,11,991252578
2025,84,991252579
2025,2,991252580
2025,7,991252581
2025,14,991252582
2025,48,991252583
2025,22,991252585
2025,39,991303842
2025,4,991252586
2025,44,991252587
2025,33,991252588
2025,23,991252589
2025,21,991252590
2025,38,991252591
2025,90,991252592
2025,97,991252593
2025,95,991252594
2025,45,991252595
2025,53,991252596
2025,9,991252597
2025,32,991252598
2025,49,991301253
2025,25,991252599
2025,37,991252600
2025,41,991252601
2025,26,991303843
2025,51,991252602
2025,98,991252603
2025,0,991252604
2025,94,991252605
2025,3,991252606
2025,28,991252607
2025,99,991252608
2025,15,991252609
2025,29,991252610
2025,54,991252611
2025,1,991252612
2025,10,991252613
2025,6,991252614
2025,26,991252615
2025,88,991252616
2025,87,991252617
2025,27,991252618
2025,80,991252619
2025,83,991252620
2025,30,991252621
2025,68,991252622
2025,96,991300745
2025,24,991252623
2025,35,991252624
2025,18,991252625
2025,86,991252626
2025,82,991252627
2025,34,991252628
2025,92,991252629
2025,36,991252630
2025,43,991252631
2025,31,991252632
2025,93,991252633
2025,91,991252634
2025,46,991252635
2025,19,991252636
2025,17,991252637
2025,29,991252638
2025,39,991252640
2025,37,991252641
2025,16,991252642
2025,42,991252644
2025,72,991303844
2025,46,991301183
2025,14,991252645
2025,57,991252646
2025,24,991300698
2025,54,991252647
2025,86,991252648
2025,18,991252649
2025,97,991252650
2025,77,991255269
2025,98,991252651
2025,19,991252652
2025,29,991252653
2025,31,991252654
2025,2,991252655
2025,91,991252656
2025,26,991252657
2025,85,991252658
2025,30,991252659
2025,94,991252660
2025,12,991252661
2025,96,991252662
2025,92,991252663
2025,55,991252664
2025,4,991252665
2025,39,991252666
2025,99,991252667
2025,16,991252668
2025,3,991252669
2025,80,991252670
2025,17,991252671
2025,1,991252672
2025,13,991252673
2025,89,991252674
2025,52,991252675
2025,6,991252676
2025,37,991252677
2025,88,991252678
2025,25,991252679
2025,84,991252680
2025,87,991252681
2025,8,991252682
2025,5,991252683
2025,36,991252684
2025,86,991303446
2025,35,991252685
2025,6,991300916
2025,38,991252686
2025,20,991252687
2025,93,991252688
2025,50,991252689
2025,24,991252690
2025,82,991252691
2025,11,991252692
2025,95,991252693
2025,15,991252695
2025,0,991252696
2025,40,991252697
2025,90,991252698
2025,45,991252699
2025,58,991252700
2025,48,991252701
2025,64,991252702
2025,41,991252703
2025,83,991252704
2025,23,991252705
2025,16,991252706
2025,56,991252707
2025,59,991252708
2025,32,991252709
2025,47,991252711
2025,22,991252712
2025,66,991252713
2025,46,991252714
2025,10,991252715
2025,51,991252716
2025,92,991253926
2025,45,991295069
2025,97,991253927
2025,11,991253928
2025,27,991253929
2025,1,991253930
2025,99,991253931
2025,58,991253932
2025,17,991253933
2025,7,991253934
2025,14,991253935
2025,32,991301125
2025,52,991303824
2025,26,991253936
2025,88,991253937
2025,91,991253938
2025,9,991253939
2025,87,991300809
2025,39,991253940
2025,15,991253941
2025,19,991253942
2025,6,991253943
2025,21,991253944
2025,57,991253945
2025,23,991253946
2025,3,991253947
2025,2,991253948
2025,41,991253949
2025,55,991253950
2025,82,991253951
2025,18,991253952
2025,5,991253953
2025,84,991253954
2025,50,991253955
2025,28,991253956
2025,10,991253957
2025,4,991253958
2025,8,991253959
2025,,991305611
2025,47,991253961
2025,13,991253962
2025,46,991253963
2025,86,991253964
2025,42,991253965
2025,80,991253966
2025,24,991253967
2025,0,991253968
2025,22,991253969
2025,94,991253970
2025,20,991253971
2025,72,991295064
2025,25,991253972
2025,93,991253973
2025,48,991253974
2025,90,991253975
2025,56,991253976
2025,35,991303852
2025,71,991253977
2025,29,991253978
2025,33,991253979
2025,44,991253980
2025,85,991253981
2025,81,991253982
2025,96,991253983
2025,31,991253984
2025,98,991253985
2025,43,991253986
2025,37,991253987
2025,89,991253990
2025,83,991253991
2025,49,991253993
2025,30,991253995
2025,59,991253996
2025,36,991306341
2025,9,991253997
2025,3,991253998
2025,19,991253999
2025,93,991254000
2025,85,991254001
2025,95,991254002
2025,96,991254003
2025,83,991254004
2025,49,991254005
2025,81,991254006
2025,97,991254007
2025,58,991254008
2025,26,991254009
2025,18,991254010
2025,0,991254011
2025,44,991254013
2025,0,991301126
2025,23,991303702
2025,34,991300811
2025,87,991254014
2025,21,991254015
2025,52,991254016
2025,57,991254017
2025,8,991254018
2025,84,991254019
2025,17,991254020
2025,20,991254021
2025,5,991254022
2025,24,991254023
2025,89,991254024
2025,28,991254025
2025,82,991254026
2025,98,991254027
2025,41,991254028
2025,80,991254029
2025,43,991254030
2025,90,991254031
2025,45,991254032
2025,13,991254033
2025,2,991254034
2025,88,991254035
2025,69,991254037
2025,37,991254038
2025,99,991254039
2025,31,991254040
2025,35,991254041
2025,54,991254042
2025,15,991254043
2025,1,991254044
2025,27,991254045
2025,25,991254046
2025,29,991254047
2025,22,991254048
2025,53,991254049
2025,48,991303703
2025,33,991254050
2025,99,991254051
2025,94,991254052
2025,44,991254053
2025,9,991254054
2025,51,991254055
2025,86,991254056
2025,2,991254057
2025,6,991254058
2025,8,991254059
2025,91,991254060
2025,39,991254061
2025,25,991254062
2025,5,991254063
2025,38,991254064
2025,,991303861
2025,46,991254066
2025,12,991254067
2025,48,991254068
2025,30,991254070
2025,96,991252717
2025,20,991252718
2025,97,991252719
2025,55,991252721
2025,90,991252722
2025,15,991252723
2025,28,991252724
2025,95,991252725
2025,22,991300773
2025,33,991252726
2025,21,991295065
2025,13,991252727
2025,29,991252728
2025,86,991252729
2025,84,991252730
2025,91,991252731
2025,98,991252732
2025,11,991252733
2025,17,991252734
2025,23,991252735
2025,83,991252736
2025,43,991252737
2025,45,991252738
2025,37,991252739
2025,0,991252740
2025,14,991303886
2025,12,991252741
2025,49,991303825
2025,26,991252742
2025,52,991252743
2025,90,991303452
2025,41,991295110
2025,27,991254952
2025,94,991252744
2025,10,991252745
2025,9,991252746
2025,,991305612
2025,72,991252748
2025,32,991252749
2025,8,991252750
2025,16,991252751
2025,31,991252752
2025,7,991252753
2025,24,991252754
2025,48,991252755
2025,5,991252756
2025,35,991252757
2025,64,991301309
2025,25,991252758
2025,93,991252759
2025,51,991252761
2025,39,991252762
2025,3,991252763
2025,92,991252764
2025,19,991252765
2025,2,991252767
2025,4,991252768
2025,87,991252769
2025,22,991252770
2025,50,991252771
2025,56,991252772
2025,44,991252773
2025,89,991252774
2025,42,991252775
2025,82,991252776
2025,27,991252777
2025,85,991252778
2025,34,991252779
2025,18,991252780
2025,81,991252781
2025,36,991252782
2025,46,991252783
2025,30,991252784
2025,53,991252785
2025,58,991252786
2025,47,991252787
2025,22,991252788
2025,98,991252789
2025,45,991303704
2025,30,991252790
2025,93,991252791
2025,33,991252792
2025,55,991252793
2025,97,991252794
2025,37,991252795
2025,87,991252796
2025,7,991252797
2025,84,991252798
2025,11,991252799
2025,43,991252800
2025,51,991252801
2025,92,991252802
2025,18,991252803
2025,49,991295070
2025,32,991252804
2025,58,991252805
2025,44,991252806
2025,21,991252807
2025,2,991252808
2025,4,991252809
2025,23,991252810
2025,14,991252811
2025,3,991252812
2025,8,991252813
2025,6,991252814
2025,27,991252816
2025,1,991252817
2025,26,991252818
2025,24,991252819
2025,0,991252820
2025,5,991252821
2025,61,991252822
2025,39,991301254
2025,95,991252823
2025,25,991252824
2025,89,991252825
2025,36,991252826
2025,81,991252827
2025,15,991252828
2025,9,991252829
2025,46,991252830
2025,16,991252831
2025,29,991252832
2025,59,991252833
2025,50,991252834
2025,82,991252835
2025,54,991252836
2025,94,991252837
2025,20,991252838
2025,13,991252840
2025,83,991252841
2025,41,991252842
2025,90,991252843
2025,12,991252844
2025,86,991252845
2025,96,991252846
2025,38,991252847
2025,48,991252848
2025,34,991252849
2025,56,991252850
2025,57,991252851
2025,19,991252852
2025,35,991252853
2025,85,991252854
2025,52,991252855
2025,40,991252856
2025,,991303453
2025,31,991252858
2025,99,991252859
2025,13,991253005
2025,29,991253006
2025,4,991253007
2025,90,991253008
2025,28,991253009
2025,15,991253010
2025,27,991253012
2025,6,991253014
2025,43,991253015
2025,47,991253016
2025,88,991253017
2025,59,991253018
2025,7,991253019
2025,32,991253020
2025,33,991253022
2025,1,991253023
2025,11,991253024
2025,51,991253025
2025,98,991253026
2025,30,991295112
2025,23,991253027
2025,97,991253028
2025,24,991253029
2025,87,991253030
2025,3,991253031
2025,81,991253032
2025,25,991253033
2025,20,991253034
2025,2,991253035
2025,99,991295113
2025,18,991253036
2025,16,991253037
2025,54,991253038
2025,57,991253039
2025,14,991253040
2025,26,991253041
2025,53,991300814
2025,37,991301173
2025,30,991306345
2025,9,991253043
2025,58,991253044
2025,42,991253045
2025,0,991253046
2025,40,991253047
2025,86,991253048
2025,83,991253049
2025,91,991253050
2025,85,991253051
2025,49,991253052
2025,17,991253053
2025,31,991253054
2025,10,991253055
2025,19,991253056
2025,89,991253057
2025,94,991253058
2025,21,991253059
2025,35,991253060
2025,95,991253062
2025,6,991253063
2025,37,991253064
2025,27,991253065
2025,34,991253066
2025,50,991253067
2025,41,991253068
2025,7,991253069
2025,38,991253070
2025,93,991253071
2025,92,991253072
2025,45,991253073
2025,39,991253074
2025,48,991253075
2025,55,991253076
2025,46,991253077
2025,36,991253078
2025,9,991253079
2025,11,991253080
2025,17,991253081
2025,89,991253082
2025,4,991253083
2025,95,991253084
2025,31,991253085
2025,51,991253086
2025,84,991253088
2025,52,991253089
2025,3,991253090
2025,27,991253091
2025,20,991253092
2025,5,991253093
2025,40,991253094
2025,93,991253095
2025,23,991253096
2025,10,991253097
2025,1,991295106
2025,53,991253099
2025,14,991253100
2025,37,991253101
2025,24,991253102
2025,96,991253103
2025,25,991253104
2025,22,991253105
2025,8,991253106
2025,87,991253107
2025,12,991253108
2025,0,991253109
2025,6,991253110
2025,13,991253111
2025,94,991253112
2025,91,991253113
2025,34,991253114
2025,19,991253115
2025,4,991300776
2025,35,991253116
2025,15,991253117
2025,6,991253118
2025,26,991253119
2025,32,991253120
2025,16,991253121
2025,30,991253122
2025,44,991253123
2025,88,991253124
2025,55,991253125
2025,90,991253126
2025,48,991253127
2025,2,991253128
2025,33,991253129
2025,21,991253130
2025,58,991253131
2025,18,991253132
2025,54,991253133
2025,41,991253134
2025,57,991253135
2025,56,991253136
2025,82,991253137
2025,98,991253138
2025,59,991253139
2025,45,991253140
2025,81,991253141
2025,43,991253142
2025,36,991253143
2025,86,991253144
2025,39,991253145
2025,97,991253146
2025,83,991253147
2025,46,991253148
2025,92,991295071
2025,91,991252861
2025,90,991252862
2025,29,991252863
2025,69,991303680
2025,58,991295046
2025,2,991252864
2025,86,991252865
2025,14,991252866
2025,23,991252867
2025,57,991295054
2025,,991303557
2025,18,991252869
2025,41,991252870
2025,6,991252871
2025,83,991295047
2025,42,991252872
2025,1,991252873
2025,52,991252874
2025,20,991252875
2025,16,991252876
2025,84,991252877
2025,45,991252878
2025,5,991252879
2025,3,991252880
2025,34,991252881
2025,81,991252882
2025,4,991252883
2025,44,991252884
2025,0,991252885
2025,48,991252886
2025,30,991252887
2025,26,991252888
2025,11,991252889
2025,85,991252890
2025,51,991252891
2025,93,991252892
2025,56,991252893
2025,21,991252894
2025,7,991252896
2025,94,991252897
2025,39,991252898
2025,24,991252900
2025,22,991252901
2025,98,991252902
2025,59,991252903
2025,80,991252904
2025,49,991252907
2025,33,991252908
2025,38,991252909
2025,36,991252910
2025,12,991252911
2025,19,991252912
2025,54,991252913
2025,27,991252914
2025,37,991252915
2025,53,991252916
2025,25,991252917
2025,96,991252918
2025,97,991252919
2025,17,991252920
2025,92,991252921
2025,15,991252922
2025,99,991252923
2025,50,991252924
2025,43,991252925
2025,95,991252926
2025,47,991252927
2025,67,991252928
2025,10,991252929
2025,32,991252930
2025,35,991252931
2025,40,991308617
2025,88,991253594
